art,EW 5876 G,EW 4541 G,EW 4471 G,EW 5411 G,EW 4481 G,EW 5592 G,EW 4686 G,EW 4116G,EW 4340G,FWHM 5876 G,FWHM 4541 G,FWHM 4471 G,FWHM 5411 G,FWHM 4481 G,FWHM 5592 G,FWHM 4552 G,FWHM 4267 G,FWHM 4116G,FWHM 4340G,EW 5876,EW 4541,EW 4471,EW 5411,EW 4481,EW 5592,EW 4686,EW 4116,EW 4340,EW 5876 INT,EW 4541 INT,EW 4471 INT,EW 5411 INT,EW 4481 INT,EW 5592 INT,EW 4686 INT,EW 4340 INT
O,1142.15,551.06,798.94,723.33,84.07,266.31,89.62,243.6,1470,3.42,3.06,2.58,3.32,2.59,1.52,1.99,0,1.85,3.9,1209.25,636.23,539.76,712.57,2.08,238.2,158.63,192.59,1491.04,1264.9,722.92,539.29,725.68,12.44,229.69,85.51,1597.33
O,880.6,1083.38,161.98,1329.23,0,61.82,694.01,0,2191.21,9.98,7.15,4.31,8.13,3.62,5.01,0,0.39,0,7.38,567.29,1122.08,165.14,952.46,0,26.67,887.59,0,2121.22,601.7,1122.98,60.6,1023.53,0,4.98,660.03,2054.5
O,2400.01,803.65,1568.56,807.91,37.1,59.02,294.77,362.27,2796.37,10.12,18.69,9.28,11.92,3.57,5.84,1.88,0,6.69,9.8,1668.76,473.57,969.5,513.43,43.97,48.19,166.28,103.3,1764.73,1778.04,285.42,1024.16,497.56,16.56,50.66,46.86,1901.88
O,2400.01,803.65,1568.56,807.91,37.1,59.02,294.77,362.27,2796.37,10.12,18.69,9.28,11.92,3.57,5.84,1.88,0,6.69,9.8,1668.76,473.57,969.5,513.43,43.97,48.19,166.28,103.3,1764.73,1778.04,285.42,1024.16,497.56,16.56,50.66,46.86,1901.88
O,953.77,598.06,500.34,763.86,34.1,241.09,100.31,0,1730.6,2.74,2.54,1.89,3.07,2.13,1.72,1.17,0,0.12,4.06,1007.49,664.74,365.81,802.43,51.72,264.62,56.39,0.71,1853.77,995.61,689.66,354.23,801.15,5.51,224.39,63.55,1934.63
O,438.56,664.46,236.13,934.11,44.45,121.42,778.27,0,1994.37,2.45,3.01,2.31,3.54,2.3,3.11,1.73,0.1,0,4.59,483.46,615.68,173.61,1024.42,15.81,93.93,885.81,0,2114.83,450.54,602.78,202.62,1015.6,2.21,108.15,815.25,2209.06
O,417.28,639.6,223.19,917.2,44.16,121.41,744.39,0,1955.95,2.35,2.92,2.21,3.49,2.3,3,1.72,0.1,0,4.53,486.34,616.27,168.98,1022.16,39.23,87.27,878.49,0,2114.28,450.54,602.78,202.62,1015.6,2.21,108.15,815.25,2209.06
O,774.86,456.46,618.67,553.31,83,172.04,641.15,177.26,2207.01,1.26,2.7,1.21,2.41,0.73,1.45,0.53,0.46,0.49,4.63,881.91,530.14,705.29,631.73,70.52,168.69,589.16,220,2574.45,893.51,603.81,759.01,767.73,87.95,172.02,585.51,2983.06
O,767.11,460.09,618.85,552.87,83,172.24,637.05,175.79,2227.21,1.25,2.72,1.21,2.41,0.73,1.45,0.53,0.46,0.48,4.67,887.35,541.62,704.38,637.4,70.63,166.96,613.64,182.78,2549.05,893.51,603.81,759.01,767.73,87.95,172.02,585.51,2983.06
O,267.81,533.12,0,672.29,0,85.94,0,0,1339.97,2.41,2.59,0,3.29,1.93,0,0,0,0,3.96,203.52,418.48,0,666.03,0,29.24,0,0,1263.11,244.41,405.15,13.11,636.93,0,52.25,0,1313.69
O,985.87,203.34,674.5,292.95,90.18,156.39,379.23,266.52,1755.34,1.98,1.91,1.58,2.25,1.33,1.51,0.94,0.8,0.9,3.77,1079.72,235.32,663.37,263.97,33.2,135.73,333.02,298.79,1894.05,1048.77,219.35,694.45,257.33,54.07,142.79,334.11,2035.6
O,1079.34,250.76,754.64,359.81,61.13,177.66,205.47,305.07,1271.83,3,2,2.11,2.29,1.61,1.94,1.41,1.09,1.34,3.66,1109.91,349.75,709.13,318.33,1.14,119.83,94.92,330.09,1411.58,1140.86,332.75,657.22,352.08,26.35,165.6,117.94,1525.95
O,808.79,143.07,895.38,242.1,0,74.44,427.49,0,2934.67,3.41,2.37,3.18,3.52,2.49,2.93,0,0,0,6.86,788.35,150.88,500.1,138.28,0,15.34,124.84,0,2708.47,681,51.03,613.98,200.2,4.08,37.2,299.88,3294.75
O,812.22,631.06,395.32,851.13,49.2,282.58,525.42,23.62,1801.06,2.29,2.58,1.67,3.02,1.78,2.68,1.19,0,0.71,4.1,810.14,776.62,342.91,850.28,3.89,268.23,502.91,9,1964.21,878.56,778.08,354.26,849.28,22.41,256.34,493.35,2098.49
O,1122.97,273.39,786.07,500.89,89.23,272.99,130.38,357.34,1212.91,3.26,2.3,2.42,3.28,2.51,1.83,2.04,0,1.82,3.31,1187.66,303.79,596.53,545.89,48.81,250.6,93.37,265.42,1352.02,851.65,269.02,635.65,508.46,42.86,262.33,74.86,1481.46
O,1093.91,263.61,759.08,489.29,88.85,272.36,125.93,345.78,1216.26,3.19,2.23,2.36,3.22,2.51,1.78,2.03,0,1.77,3.32,1195.94,310,611.52,542.93,66.2,238.97,103.5,270.84,1325.71,851.65,269.02,619.8,515.1,42.86,261.33,74.86,1510.2
O,1452.24,810.03,837.96,1299.88,0,273.6,965.4,0,2716.56,10.49,7.44,7.36,9.67,6.11,6.86,0,0,0,8.68,944.49,787.43,176.64,646.58,0,181.73,752.49,0,1924.53,919.51,666.66,338.84,826.76,0,216.2,727.96,2015.81
O,1136.17,706.45,676.22,1114.16,0,262.5,816.67,0,2526.52,9.05,6.78,6.45,8.75,5.95,6.15,0,0,0,8.22,1006.76,796.1,267.66,733.12,0,179.56,786.77,0,1968.78,908.16,666.66,378.78,794.03,0,216.2,694.8,2015.81
O,1094.26,451.04,750.47,577.8,66.62,363.95,99.12,278.02,1407.24,2.85,2.23,1.92,2.59,1.9,1.4,1.25,0.68,1.48,3.59,1118.48,512.79,485.81,510.48,66.38,337.1,74.74,236.78,1441.32,1097.54,504.62,543.22,496.78,0.19,359.08,116.87,1475.75
O,865.74,359.17,653.7,465.88,73.44,126.45,554.65,141.37,2011.78,1.62,2.37,1.41,2.27,0.61,1.56,0.48,0.51,0.45,5.06,972.19,452.94,703.44,525.53,80.02,146.48,513.88,154.02,2217.39,993.17,450.43,826.14,594.61,79.94,134.16,453.44,2493.56
O,849.11,366.39,650.88,466.78,73.5,126.97,544.53,139.74,2025.38,1.59,2.42,1.4,2.28,0.61,1.53,0.48,0.51,0.44,5.1,976.9,458.91,696.65,531.74,79.42,140.74,519.69,144.21,2216,993.17,450.43,826.14,594.61,79.94,134.16,453.44,2493.56
O,1779.38,1231.82,151.48,1699.11,0,76.27,1124.13,3.09,2816.11,14.99,10.49,2.79,12.52,2.75,8.79,0,0,0.05,10,928.45,1119.6,85.41,1264.38,0,1.77,850.29,1.15,2019.53,642.03,765.15,67.41,851.73,0,12.91,634.01,2127.37
O,882.77,740.29,473.36,1100.05,88.65,223.69,728.44,0,1905.32,3.66,3.64,2.79,4.53,3.18,3.47,2.53,0,0,4.88,702.28,753.9,211.68,1052.59,48.49,197.93,707.49,0,2140.89,767.22,757.45,279.32,1165.15,24.7,180.7,772.22,1978.53
O,783.92,716.87,426.1,1047.14,81.82,221.77,677.67,0,1827.08,3.35,3.54,2.56,4.35,3.17,3.27,2.3,0,0,4.7,714.75,767.63,230.37,1079.5,27.62,204.75,713.78,0,2093.67,759.46,757.45,251.29,1153.35,24.7,173.95,772.22,1989.85
O,540.95,689.91,201.91,934.92,0,170.92,609.22,0,1965.58,3.03,3.22,2.11,3.73,2.32,3.3,0,0.05,0,4.84,277.31,794.92,131.26,862.27,0,180.77,805.5,0,2197.77,554.25,680.5,153.93,869.21,0,158.21,674.46,2093.29
O,764.43,641.85,517.02,764.83,82.9,243.61,839.49,131.91,2282.09,1.35,2.68,1.06,2.65,0.88,1.86,0.63,0,0.52,4.64,808.42,629.64,521.87,869.46,55.75,230.32,895.88,170.62,2708.54,816.31,666.62,540.01,871.64,77.64,222.22,839.48,2836.73
O,1054.65,191.28,983.98,296.29,114,90.18,335.23,326.03,2513.74,6.09,4.27,4.88,5.45,4.62,3.59,3.63,2.83,5.67,7.35,961.29,41.63,733.68,204.72,73.7,42.25,255.92,117.86,2315.69,776,190.27,726.96,265.59,44.3,60.37,243.71,2473.69
O,1763.67,160.21,1199.28,631.61,62.98,131.49,244.23,366.67,2309.18,9.52,4.78,7.13,9.68,5.34,3.92,2.72,0,4.95,8.28,899.64,211.57,376.76,254.75,47.07,148.26,165.5,209.4,1421.29,826.25,61.23,712.59,470.33,15.55,66.96,50.59,1759.18
O,1339.44,131.17,976.87,501.63,53.64,112.64,208.55,299.96,2122.42,7.9,4.15,6.16,8.26,4.54,3.49,2.26,0,4.31,7.76,1054.51,196.19,488.52,332.47,35.26,111.69,113.65,216.48,1465.56,805.09,81.51,671.29,448.16,14.75,119.27,39.38,1784.25
O,771,584.69,505.35,732.55,75.82,260.99,785.56,125.1,2215.51,1.35,2.32,1.09,2.53,0.94,1.89,0.57,0,0.55,4.56,860.24,751.43,441.63,782.12,65.67,215.62,851.21,54.37,2324.43,824.76,740.99,411.15,806.64,39.9,229.85,801.74,2589.36
O,846.98,840.69,574.5,1023.09,0,101.66,847.72,114.06,1913.88,3,4.19,2.39,4.45,2.03,3.16,0,0,1.79,5.25,1003.46,994.65,465.04,1003.84,0,106.44,745.53,112.7,2008.23,836.58,881.39,469.98,918.98,8.35,90.55,662.37,2221.27
O,1789.89,438.88,1234.01,446.73,1047.43,64.08,353.98,195.87,2620.99,12.21,10.47,8.47,8.08,5.04,5.74,7.09,0,4.56,9.56,1130.36,716.88,937.1,225.93,945.42,64.94,230.54,117.4,1769.25,1131.25,477.09,925.25,182.19,982.92,27.35,256.88,1797.65
O,1215.36,338.85,981.67,488.04,0,99.89,342.75,193.5,2626.96,9.45,9.13,7.17,8.38,5.58,5.29,6.76,0,4.37,9.33,1055.65,439.39,797.95,479.02,906.85,63.66,116.9,83.93,2209.85,1050.53,282.26,823.67,430.44,895.27,55.06,302.37,2178.71
O,659.88,404.22,679.69,343.11,83.3,70.41,444.17,141.63,2306.26,1.14,4.64,1.5,2.92,0.57,1.29,0.46,0.49,0.41,5.18,670.3,467.36,817.13,354.68,89.29,72.49,338.56,159.65,2613.06,734.74,337.81,864.13,376.39,84.43,69.56,351.18,2880.27
O,661.27,285.12,725.27,355.52,87.35,74.68,460.79,148.46,2602.69,1.12,3.37,1.54,2.89,0.59,1.28,0.47,0.47,0.4,5.59,782.55,260.58,814.87,389.15,89.23,64.45,404.47,117.22,2842.65,792.91,280.53,908.6,415,89.38,76.77,376.56,3134.4
O,795.74,605.68,543.31,717.47,64.61,252.62,770.5,124.3,2037.64,1.83,2.86,1.55,2.85,1.33,2.24,0.93,0.6,0.86,4.62,680.69,765.12,560.65,735.9,45.43,235.78,832.99,73.54,2303.96,666.52,928.79,561.19,785.89,48.61,246.21,846.7,2480.96
O,1795.81,729.14,1113.59,1003.39,31.77,173.96,758.72,211.85,2333.19,8.79,7.6,6.38,8.14,5.92,5.56,1.42,0,4.18,7.26,954.98,545.01,415.63,680.19,63.81,117.65,354.03,184.69,1733.43,1196.88,590.46,500.8,786.7,6.52,148.27,435.01,1805.49
O,1289.32,581.36,870.71,805.23,31.54,165.43,600.14,162.5,1981.47,7.04,6.37,5.37,6.87,5.74,4.7,1.41,0,3.24,6.43,1121.09,554.04,532.2,721.02,64.23,110.96,407.15,184.48,1788.68,1199.38,595.76,469.69,785.8,7.29,148.27,465.86,1812.91
O,212.86,704.23,39.95,921.56,0,13.35,857.07,0,1896.63,2.1,2.85,1.09,3.13,0.64,2.97,0,0,0,4.32,201.47,751.82,0.72,986.04,0,29.75,918.15,0,2015.59,154.81,752.49,28.33,944.21,0.84,0,995.98,2176.34
O,1027.49,217.76,703.01,313.98,54.91,340.94,101.81,408.44,1151.68,3.02,2.02,2.02,2.4,2.03,1.5,1.25,1.18,1.57,3.31,1124.72,273.76,660.57,295.24,5.3,342.27,178.97,374.05,1308.32,1091.46,238.65,668.35,295.02,13.06,340.89,159.97,1419.9
O,1977.22,178.54,1171.04,615.86,134.4,137.92,223.99,612.93,2100.82,8.42,4.13,5.94,7.84,4.64,3.31,4.15,0,6.15,6.87,1411.34,307.95,535.7,421.1,47.48,144.71,100.05,175.39,1899.55,1434.72,169.67,631.6,375.28,57.14,69.94,99.52,1835.77
O,208.11,705.74,46.2,941.45,0,38.21,749.03,0,1843.55,2.1,3.07,1.3,3.31,1.25,3.01,0,0,0,4.4,127.96,694.33,4.45,966.19,0,7.95,1007.37,0,1902.84,145.55,712.22,27.17,928.79,2.01,29.3,855.17,1923.77
O,0,650.62,502.19,789,60.21,260.47,0,0,1386.4,12.28,2.58,1.96,3.34,2.11,0,1.58,0,0,3.84,539.12,740.69,421.18,797.39,2.51,260.08,0,0,1495.22,0,0,0.77,0,0,0,3.66,0
O,1021.85,684.72,527.42,941.37,0,363.02,727.28,0,2226.74,5.15,4.05,3.66,4.95,4.39,4.33,0,0,0,5.42,469.54,813.5,544.33,763.16,0,219.92,612.18,0,1958.75,704.48,503.4,365.7,855.05,0,241.81,537.54,2045.15
O,763.93,621.93,0,1044.56,0,168.53,507.27,0,2007.58,6.54,4.52,0.09,6.75,4.11,3.56,0.2,0,0,6.52,759.45,621.55,19.05,580.71,11.28,43.01,6.3,0,1854.38,596.42,457.31,2.87,721.67,3.96,99.05,239.53,1923.97
O,534.22,523.46,0,72.01,0,0,0,0,743.43,6.09,3.86,0,1.09,0,0,0,0,0,4.06,528.95,509.32,0,14.88,0,0,0,0,783.97,412.99,0,0,12.42,0,0,0,739.6
O,771.32,422.8,649.49,670.78,0,153.33,739.99,0,2667.66,3.94,3.1,3.08,4.63,3.49,3.27,0,0.05,0,6.31,486.95,364.77,547.95,599.06,0,128.17,682.19,0,2185.28,589.42,357.33,526.95,543.66,0,18.3,697.16,2220.26
O,555.31,433.88,268.52,627.48,0,188.99,476.85,0,2562.9,2.9,2.79,1.86,3.59,2.15,3.56,0.14,0,0,6.6,694.28,370.33,191.51,787.42,4.43,110.39,437.66,0,2481.05,605.8,315.34,180.01,595.71,1.22,188.33,453.01,1905.73
O,403.88,615.06,178.49,776.58,0,113.63,739.7,0,2053.29,2.32,3.16,1.81,3.46,1.73,3.18,0,0,0,5.43,441.59,674.7,139.39,858.18,0,88.43,841.02,0,2137.45,458.46,615.63,105.25,824.73,0,83.17,699.62,2016.59
O,686.03,446.9,576.78,624.85,64.24,149.9,661.37,51.8,2388.68,2.2,2.94,2.07,3.52,1.7,2.57,1.31,0,0.75,5.45,569.76,497.54,459.01,675.4,8.6,126.81,738.03,6.37,2596.44,673.77,494.37,500.7,632.88,23.54,139.54,652,2813.95
O,1127.27,748.6,757.68,910.92,0,113.14,867.54,29.54,2314.7,5.97,5.76,4.34,6.15,3.24,4.88,0,0,0.51,6.56,910.13,834.94,192.54,687.46,0,66.54,468.69,12.76,2166.56,863.88,608.76,407.13,778.94,0,5.31,490.47,1855.46
O,698.45,600.07,511.9,897.34,0,202.72,810.49,0,2403.26,4.98,4.3,4.48,5.56,3.74,4.31,0,0,0,6.55,666.58,575.13,239.85,895.15,0,177.92,790.57,0,2256.59,576.46,560.52,303.27,795.17,7.16,158.74,757.46,2158.69
O,529.35,630.78,420.31,756.44,41.98,154.41,795.72,69.36,2620.15,1.92,3.61,1.85,4.1,1.32,3.11,0.71,0,0.77,6.55,631.39,585.52,419.5,803.18,40.23,125.39,733.44,78.09,2997.74,711.54,629.58,376.75,795.34,13.37,128.23,825.07,2380.56
O,1128.97,579.49,547.27,791.36,0,40.96,449.46,0,2141.56,3.63,3.41,2.58,4.88,1.22,5.04,0,0,0,6.6,1200.95,641.85,427.09,805.24,0,31.14,355.14,0,2041.79,1171.71,574.24,442.09,789.94,0,28.89,227.02,2059.43
O,989.04,240.88,1015.93,263.88,84.87,78.29,393.86,407.89,2526.51,5.26,4.46,4.48,4.59,3.64,3.51,3.07,2.59,5.96,6.96,893.23,63.44,752.58,156.32,28.93,60.22,297.46,1274.2,2668.49,860.4,236.28,747.75,216.6,9.08,48.7,304.6,2551.14
O,882.73,393.43,643.08,489.13,73.76,241.27,564.4,168.13,1938.88,2.19,2.53,1.9,2.56,1.64,2.15,1.2,1.12,1.05,4.6,908.71,479.05,632.61,511.9,87.44,218.68,588.81,174.97,2261.01,906.07,515.65,647.37,515.14,59.55,218.95,565.73,2587.82
O,552.93,635.97,202.85,823.17,0,206.34,0,0,1621.75,2.49,2.78,1.81,3.43,2.27,0,0,0,0,4.08,569.85,662.37,164.56,768.73,0,145.69,0,0,1744.4,543.14,660.23,149.25,764.93,0,161.61,0,1714.22
O,889,595.38,547.62,752.75,0,90.44,448.7,60.08,2618.39,8.14,7.86,5.04,9.42,3.06,4.29,0,0,1.61,9.17,932.23,456.56,323.69,656.3,0,38.03,356.81,45.59,2342.44,868.15,562.53,401.04,650.28,0,73.77,417.06,2132.14
O,1128.65,773.93,759.98,942.92,0,118.16,841.68,19.88,2628.84,7.84,7.09,5.27,8.04,3.52,5.89,0,0,0.63,7.93,851.52,995.66,454.2,664.82,0,130.86,802.29,9.66,2100.87,762.96,691.62,532.83,619.19,0,63.01,662.11,2124.27
O,767.52,667.19,183.64,931.72,0,168.27,454.97,0,1988.88,5.72,4.25,2.27,5.32,3.75,4.09,0,0,0,5.93,625.75,684.32,125.36,758.51,0,90.72,506.27,0,2003.78,672.39,615.61,150.5,805.46,0,127.12,433.08,1989.28
O,1328.78,511.19,1010.05,584.54,82.87,127.61,560.57,109.92,2517.11,8.95,6.6,6.75,7.42,5.06,5.32,4.73,0,2.7,8.26,1041.66,545.29,623.79,319.58,84.14,80.23,524.82,17.41,1960.35,1006.14,484.57,644.21,378.12,3.73,52.91,452.83,1967.72
O,1342.06,638.14,578.34,696.81,0,0,534.71,0,2357.22,11.2,5.24,6.85,4.56,0,4.45,0,0,0,8.11,881.3,656.37,336.62,698.46,0,0,667.26,0,2373.31,891.2,731.28,310.11,653.57,2.38,0,647.49,2346.55
O,549.1,682.9,272.56,887.72,38.89,98.67,569.62,0,1877.91,2.39,3.04,1.74,3.49,1.5,2.8,1.24,0,0,4.46,627.5,746.78,215.99,857.76,2.16,117.93,530.97,0,2057.82,637.22,755.69,218.05,804.97,7.4,88.72,512.02,2099.69
O,958.86,603.18,610.63,787,0,150.53,132.33,0,2191.76,9.44,5.92,7.29,6.66,5.79,5.21,6.28,0,0,7.72,558.06,576.41,308.47,634.76,425.94,31.96,165.92,0,2059.97,676.37,529.88,416.9,629.78,0,119.94,53.26,1966.35
O,743.38,727.64,401.49,879.27,30.57,171.93,658.78,22.66,2065.67,3.36,4.21,2.43,4.47,2.28,3.21,0.96,0,0.7,5.43,786.81,827.65,380.89,805.62,11.77,143.27,742.47,12.26,2184.36,806.22,858.99,379.04,763.09,9.71,195.43,746.41,2233.81
O,1685.4,611.09,1049.42,1002.55,63.16,230.14,0,0,1707.02,3.96,2.45,2.23,3.32,1.66,0,1.51,0,0,5.28,1151.28,662.5,992.74,1064.97,16.44,225.38,0,0,1484.19,1242.6,711.86,996.25,1157.39,25.36,201.59,0,1536.03
O,911.41,422.18,588.05,532.78,73.91,246.39,490.16,133.04,1925.36,2.6,2.59,1.91,2.68,1.84,2.31,1.7,0,1.27,4.66,861.66,462.81,560.55,520.46,13.97,204.3,553.92,7.75,2010.32,854.83,473.2,557.35,512.21,33.15,220.95,491,2129.24
O,1251.27,455.62,897.89,444.78,71.52,134.56,467.09,83.15,2380.29,7.5,6.79,5.33,5.28,1.86,5.85,2.92,0,1.21,7.6,1058.32,551.57,631.17,245.43,58.84,78.83,466.03,48.79,2250.64,762.98,410.87,613.77,320.56,10.34,119.59,388.51,2071.47
O,1157.5,161.54,1007.04,249.81,85.02,36.11,219.72,525.55,2407.29,6.51,3.76,5.06,5.19,1.86,2.77,3.6,0.94,8.22,7.21,954.39,260.47,727.04,95.11,79.35,10.8,182.41,400.39,1842.37,965.6,74.92,675.58,153.37,2.72,22.76,109.94,2027.91
O,853.82,463.25,565.44,620.12,56.42,238.95,489.25,114.81,1915.36,2.3,2.45,1.87,2.68,1.59,2.3,1.19,0,1.1,4.58,908.11,592.61,542.76,635.49,26.78,239.65,685.28,49.53,2050.1,829.36,586.04,531.59,568.19,28.89,222.04,594.2,2219.44
O,1042.34,187.92,759.17,271.3,91.94,164.06,275.8,266.97,1767.27,2.84,2.44,2.35,2.97,2.15,1.89,1.55,1.2,1.62,4.39,1168.31,279.54,709.57,170.34,40.52,144.56,295.46,64.99,1977.49,1172.11,200.79,672.84,232.59,64.68,162.23,53.5,2233.9
O,88.33,440.69,160.17,0,0,0,457.17,0,158.15,1.73,6.59,3.67,0,0,3.73,0,0,0,3.17,112.14,372.64,71.18,0,0,0,492.51,0,242.88,77.81,429.98,105.29,0,0,0,0,94.14
O,790.21,585.14,597.63,669.09,47.77,167.47,662.17,482.6,2134.12,2.56,3.8,2.23,3.59,1.44,2.73,1.05,0.19,9.52,5.39,738.95,795.61,527.91,682.53,11.02,158.76,737.31,1128.35,2282.38,867.77,924.53,531.16,703.57,4.8,152.77,699.84,2400.75
O,1144.8,786.86,518.42,1049.7,0,250.57,462.22,0,2093.02,8.29,6.06,5.72,7.1,5.56,4.29,0,0,0,6.63,859.22,765.1,199.77,711.43,0,211.04,629.98,0,1851.66,849.03,731.16,281.26,764.18,0,221.17,476.3,1863.16
O,1159.98,272.37,1081.63,371.59,51.97,53.18,280.33,229.85,2656.41,6.46,5.78,5.72,7.36,3.39,4.35,2.06,0,4.12,7.57,1062.6,518.08,752.07,205.96,32.71,11.31,209.53,111.97,2022.7,1072.01,279.26,767.82,191.83,9.16,0.68,215.32,2085.34
O,761.91,972.12,531.17,1367.96,501.12,72.42,102,177.08,2379.35,3.85,17.1,3.27,16.24,2.26,1.86,2.89,0,2.3,9.49,964.02,200.95,541.41,409.09,602.82,43.9,42.25,131.42,1852.45,1157.05,104.03,659.1,582.79,794.47,56.45,67.15,1768.43
O,816.59,406.24,544.38,487.07,25.17,186.67,423.62,70.87,2038.38,3.79,3.28,3.33,3.39,2.58,2.9,1.59,0,1.61,6.03,867.23,500.08,537.59,553.62,8.88,141.53,448.86,53.79,1907.32,908.76,566.96,599.56,526.8,0,130.74,436.31,1989.56
O,1157.18,572.57,884.92,727.53,121.77,142.84,762.06,228.6,2034.35,3.53,4.08,3.02,3.98,2.77,3.1,2.65,0,2.23,5.04,1141.69,748.68,746.89,714.73,98.78,189.54,452.84,220.49,2099.73,1087.66,674.99,775.07,696.29,95.39,115.33,523.61,2215.03
O,461.65,641.14,331.36,785.21,36.43,84.26,0,0,1420.78,2.98,3.5,2.17,4.14,1.4,0,1.14,0,0,6.76,185.9,753.21,224.36,738.44,12.08,87.09,0,0,1404.61,417.99,736.56,253.23,718.69,0,58.49,0,1369.1
O,559.43,394.45,572.67,523.04,33.44,177.1,0,237.43,958.57,3.8,4.53,3.06,5.05,3.21,0,1.23,0,1.49,4.22,562.24,331.02,278.37,195.47,57.46,158.94,0,227.34,979.66,594.7,360.92,331.3,266.21,0,155.92,0,976.79
O,673.83,777.32,437.22,855.45,29.88,166.63,875.66,195.65,2159.01,2.89,4.46,2.47,4.39,1.81,3.83,0.93,0.12,8.69,5.76,564.79,866.23,339.16,791.85,29.72,173.69,980.37,505.8,2316.25,787.18,878.93,383.47,820.05,9.37,186.24,933.68,2405.74
O,347.83,734.84,118.38,949.31,26.67,72.46,0,0,1938.52,3.84,4.96,2.46,5.54,2.41,16.95,1.6,0,0,6.13,326.71,832.28,95.91,784.87,15.05,32.86,6980.06,0,1942.79,354.39,778.77,85.88,913.81,0,50.72,585.78,1953.23
O,580.59,692.23,503.41,718.85,66.86,107.74,0,0,1213.65,3.36,3.13,2.42,3.56,1.86,0,1.94,0,0,3.99,624.86,684.17,318.39,616.59,8.76,76.6,0,0,1287.27,654.41,723.59,351.66,595.98,23.86,97.08,0,1258.79
O,1120.47,330.4,643.62,473.63,62.66,282.62,355.98,240.71,1673.15,3.32,2.58,2.42,3.14,2.2,2.59,1.35,0.69,1.98,4.59,1270.17,381.29,527.81,443.56,10.22,311.54,397.93,104.01,1735.39,1212.37,360.9,516.62,397.04,30.52,291.14,333.42,1890.1
O,1729.7,242.79,1204.49,514.81,99.57,199.68,400.17,715.14,2109.28,8.22,4.67,6.11,7.12,5.81,5.02,3.6,0.15,7.62,6.92,1286.49,112.75,459.4,331.52,193.95,135.9,160.62,397.6,2224.59,1244.4,217.24,650.16,381.4,2.29,180.27,187.46,1824.09
O,1227.83,287.51,880.94,417.94,54.79,189.59,377.42,520.35,2173.83,5.46,3.63,4.57,4.8,3.25,3.21,2.1,0,5.89,6.24,1089.69,259.58,736.96,306.63,23.7,182.38,393.32,610.59,1691.28,1179.37,308.97,702.78,291.24,16.19,197.44,329.97,1911.84
O,1170.93,275.6,900.15,380.88,0,187.42,369.18,566.96,2099.65,4.79,3.81,3.88,4.36,3.6,2.92,3.65,2.5,9.12,5.74,1166.24,321.06,754.19,304.38,854.4,150.44,336.24,153.92,2133.85,983.12,317.71,798.84,319.43,48,117.94,318.4,2274.34
O,980.39,404.96,723.65,513.85,79.76,199.68,484.11,175.44,1859.55,3.2,3.32,2.71,3.48,1.93,2.37,1.68,0,1.52,4.92,1044.26,456.37,658.95,480.4,15.73,178.42,468.16,36.73,1789.72,1086.42,481.04,640.31,507.55,29.92,233.91,464.43,2040.71
O,1180.32,553.28,622.22,776.48,25.93,360.81,76.72,0,1637.11,5.38,4.2,3.97,4.87,4.23,1.93,1.41,0,0,5.1,1086.78,635.31,519.93,641.59,27.63,311.18,23.06,0,1602.36,1059.57,606.51,510.44,648.19,0.3,308.73,42.82,1582.62
O,1078.03,337.02,734.53,430.9,112.05,214.56,438.4,194.36,1673.23,2.41,2.45,2.09,2.58,1.48,1.88,1.49,0.86,1.06,3.62,1156.86,397.48,714.92,386.06,97.27,205.69,466.91,5.64,1808.41,1209.96,457.47,739.52,391.33,80.14,216.7,457.35,1968.28
O,0,563.29,151.82,420.9,0,0,0,0,880.72,0,3.01,2.31,3.33,0,0,0,0,0,3.97,0,572.09,131.98,362.48,0,0,0,0,934.19,0,137.77,610.49,0,26.96,0,0,0
O,2124.37,601.42,633.34,416.89,0,0,0,0,394.86,9.19,2.7,2.89,2.69,0,0,0,0,0,2.46,1655.47,606.47,640.44,403.21,0,0,0,0,416.24,1542.49,0,903.15,0,0,0,0,0
O,764.29,598.6,464.63,804.72,54.26,215.12,632.84,0,2011.48,3.57,3.68,2.96,4.17,2.88,3.54,1.86,0.37,0,5.34,801.8,729.45,291.9,791.15,35.59,197.81,771.32,0,2109.84,739.38,767.62,324.64,748.82,6.14,189.77,730.02,2137.46
O,665.92,569.28,374.83,756.13,46.51,188.04,407.62,0,1904.92,2.9,2.98,2.45,3.49,2.19,3.26,1.52,0,0,4.81,633.85,666.14,269.5,724.89,18.51,185.72,352.87,0,2028.17,690.53,669.8,290.49,678.58,11.08,179.74,357.55,2049.5
O,923.38,353.76,631.09,499.91,59.5,260.7,381.39,169.63,1946.6,3.21,2.93,2.78,3.31,2.51,2.39,1.8,0.96,1.78,5.32,1024.99,448.23,543.95,547.6,1.41,237.58,473.33,110.51,1955.93,1081.96,385.81,593.51,521.33,41.75,261.15,403.46,1973.7
O,0,696.15,347.7,708.66,0,194.85,0,0,1115.92,12.97,3.38,3.15,3.88,3.27,0,0,0,0,3.91,505.43,706.12,185.6,560.48,0,41.78,0,0,1194.56,593.82,652.07,287.22,602.35,0,216.28,0,1176.54
