art,EW 5876 G,EW 4541 G,EW 4471 G,EW 5411 G,EW 4481 G,EW 5592 G,EW 4686 G,EW 4116G,EW 4340G,FWHM 5876 G,FWHM 4541 G,FWHM 4471 G,FWHM 5411 G,FWHM 4481 G,FWHM 5592 G,FWHM 4552 G,FWHM 4267 G,FWHM 4116G,FWHM 4340G,EW 5876,EW 4541,EW 4471,EW 5411,EW 4481,EW 5592,EW 4686,EW 4116,EW 4340,EW 5876 INT,EW 4541 INT,EW 4471 INT,EW 5411 INT,EW 4481 INT,EW 5592 INT,EW 4686 INT,EW 4340 INT
O,2131.36,453.42,1241.31,895.32,32.27,116,365.78,205.66,2503.16,13.5,10.2,9.65,11.82,5.6,6.3,1.71,0,4.64,10.06,1180.67,439.5,263.37,464.47,5.55,42.35,258.56,269.78,1516.78,1003.81,147.41,490.08,568.5,0,40.65,208.22,1693.25
O,781.98,607.33,462.18,755.96,0,247.3,825.26,92.67,2133.97,1.52,2.36,1.13,2.59,1.09,2.12,0,0.06,0.68,4.35,848.94,644.84,384.01,770.57,0,200.7,973.18,134.62,2572.11,829.13,616.29,426.25,770.14,6.29,239.76,923.22,2243.35
O,1296.26,353.6,805.68,492.33,82.56,315.12,0,326.56,1276.74,4.22,2.79,2.81,3.4,2.98,0,2.29,0,2.24,3.76,1474.2,405.72,613.99,429.81,19.48,315.19,0,286,1384.99,1526.15,437.52,608.06,427.63,26.52,275.38,0,1361.61
O,716.42,268.72,636.21,301.37,96.12,83.29,333.58,97.99,2116.72,1.27,2.81,1.35,2.54,0.82,1.62,0.52,0.51,0.49,4.61,759.52,358.43,694.51,324.98,104.94,72.72,281.98,90.09,2537.59,752.14,357.97,831.45,352.34,99.01,77.1,308.46,2840.78
O,710.19,272.93,634.89,306.3,96.87,82.63,361.28,108.48,2369.22,1.21,2.6,1.29,2.64,0.85,1.61,0.51,0.51,0.49,4.96,790.2,373.64,692.36,342.17,105.45,91.48,328.91,21.74,2811.7,774.76,376.69,751.48,345.37,97.03,73.83,339.99,3267.34
O,939.33,486.06,516.96,826.92,101.71,298.36,0,0,1686.84,2.83,2.32,1.96,3.52,2.09,0,2,0,0.05,4.11,845.92,452.3,426.82,829.14,85.3,307.17,0,12.05,1791.05,903.79,404.68,402.04,863.15,70.2,296.99,0,2099.79
O,907.8,468.77,502.55,818.04,101.28,298.19,0,1.07,1681.25,2.75,2.26,1.92,3.49,2.09,0,1.99,0,0.05,4.1,859.82,460.84,421.12,827,58.72,309.9,0,11.78,1778.58,903.79,416.03,402.04,863.15,70.2,288.41,0,2099.79
O,1758.38,803.37,1073.52,1140.05,0,224.21,954.06,95.47,2443.49,9.47,7.42,6.7,8.45,6.56,6.19,0,0,2.31,7.83,1308.9,703.94,352.84,850.18,0,206.29,605.99,66.05,1743.74,1249.22,698.41,565.08,846.76,0,166.3,739.51,2002.34
O,1476.95,713.85,925.82,1003.45,0,214.25,833.35,88.95,2281.38,8.46,6.81,6.07,7.75,6.39,5.64,0,0,2.18,7.44,1378.85,718.12,410.46,873.11,0,188.16,628.64,47.68,1778.01,1249.22,698.41,581.37,846.76,0,169.79,739.51,2002.34
O,1115.88,732.71,465.75,1098.09,0,333.67,123.26,0,1761.36,6.74,4.99,4.87,5.97,5.08,2.22,0,0,0,5.46,1012.92,589.88,82.12,1042.99,0,276.91,101.63,0,1682.49,739.89,563.1,216.07,927,0,299.11,111.03,1497.92
O,839.95,590.68,365.61,935.65,0,319.63,109.1,0,1530.43,5.57,4.27,4.08,5.31,4.97,2.03,0,0,0,4.91,1022.52,619.95,146.25,1043.72,0,268.47,98.53,0,1703.85,785.64,583.77,238.36,917.56,0,299.11,101.84,1497.92
O,927.95,228.9,706.98,318.08,99.9,115.37,458.71,237.56,1829.45,1.71,2.26,1.53,2.29,1.13,1.52,0.89,0.72,0.76,3.86,1020.34,282.67,794.87,352.85,107.67,105.59,322.45,239.19,2112.07,1011.21,311.35,848.21,399.64,114.36,120.48,352.16,2535.46
O,896.46,227,698.95,315.53,100.65,115.61,444.71,232.42,1881.68,1.66,2.24,1.51,2.27,1.14,1.48,0.89,0.72,0.75,3.96,1017.62,293.54,794.68,353.45,114.03,100.45,347.66,234.31,2143.84,1011.21,311.35,848.21,399.64,118.45,120.48,352.16,2535.46
O,1358.39,583.24,793.84,806.47,59.65,246.4,239.8,202.56,1584.63,4.82,4.04,3.59,4.53,3.13,2.33,2.36,0,3.38,4.55,1328.69,731.12,478.82,723.56,4.44,214.05,106.73,86.05,1683.14,1259.35,759.67,544.74,682.67,13.22,203.4,133.3,1807.21
O,1067.59,474.77,674.02,832.92,113.88,305.04,224.38,102.97,1526.31,4.26,3.56,3.41,4.63,3.93,2.31,3.13,0,2.29,4.56,1020.24,483.17,441.58,915.72,75.83,243.54,107.85,68.84,1635.19,1088.81,443.74,457.33,837.14,70.74,282.74,160.73,1689.6
O,909.99,484.91,760.19,585.59,90.09,310.12,84.63,291.23,1163.73,3.52,3.31,2.76,3.34,2.76,1.39,2.07,0,2.02,3.82,494.13,540.04,290.08,536.5,107.21,270.56,96.33,249.21,1198.12,835,488.76,276.28,574.28,0,284.56,103.21,1140.02
O,713.55,618.58,534.53,784.55,66.9,160.84,796.81,38.56,2192.3,1.98,3.11,1.84,3.34,1.58,2.52,1.36,0,0.77,4.95,664.14,655.64,452.17,806.21,66.66,154.6,940.67,27.96,2361.47,651.73,638.83,472.04,875.9,46.07,159.9,967.57,2489.51
O,650.51,551.78,493.26,754.99,64.22,161.7,744.42,36.57,2183.54,1.83,2.82,1.72,3.23,1.59,2.38,1.27,0,0.73,4.93,663.89,633.56,442.3,813.06,60.86,172.43,899.46,29.65,2349.64,651.73,638.83,485.27,875.9,46.07,159.9,956.62,2489.51
O,1778.16,1218.3,571.63,1970.64,0,115.85,741.46,0,2563.7,15.2,10.04,9.36,12.46,4.95,6.4,0,0,0,9.49,791.05,556.64,77.18,1035.62,0,49.43,729.33,0,1644.16,807.54,782.75,272.02,1167.46,0,86.96,558.62,1964.73
O,1111.78,902.18,406.99,1435.16,0,106.18,595.33,0,2159.49,11.61,8.27,7.55,10.19,4.56,5.51,0,0,0,8.43,992.64,687.5,26.56,1214.14,0,67.26,732.7,0,1737.34,765.22,792.6,226.15,1179.25,0,83.09,563.22,2049.64
O,1117,520.5,688.15,761.4,77.16,308.81,0,103.88,1572.77,3.21,2.64,2.43,3.35,2.71,0,2.04,0,1.44,3.86,1105.75,507.57,417.75,784,41.9,246.68,0,58.25,1714.37,1107.49,510.85,445.8,694.14,22.3,314.62,0,1639.25
O,1024.3,476.64,630.73,732.37,73.5,307.27,0,97.77,1470.61,2.99,2.46,2.26,3.22,2.7,0,1.94,0,1.37,3.65,1091.69,497.39,417.79,774.19,30.92,250.03,0,77.63,1700.35,1127.04,510.85,445.8,662.9,16.67,308.48,0,1639.25
O,1669.23,763.4,941.73,1180.36,0,263.32,785.28,0,2288.91,7.99,6.17,5.84,7.49,5.42,4.94,0,0,0.45,6.73,895.46,648.45,100.29,775.7,0,182.35,688.54,4.14,1778.57,943.78,578.6,338.79,896.35,0,168.39,620.89,1762.24
O,1364.73,696.39,798.08,1086.82,0,251.37,685.89,0,2142.11,7.05,5.79,5.25,7.07,5.27,4.51,0,0,0.44,6.41,1023.18,661.68,193.56,796.4,0,189.42,692.84,4.73,1807.93,954.7,578.6,350.58,896.35,0,188.82,620.89,1767.25
O,940.54,749.68,555.05,934.26,51.43,223.68,705.26,79.5,1887.69,2.16,2.79,1.6,3.07,1.47,2.64,0.97,0,0.91,4.28,980.63,909.74,512.64,965.12,25.41,218.31,916.55,67.29,2144.82,992.55,975.07,499.92,998.85,28.5,206.23,755.86,2288.88
O,960.36,483.07,590.09,631.01,59.1,278.07,583.29,135.89,1727.22,2.19,2.41,1.68,2.61,1.57,2.32,1.11,0.41,1.04,3.94,980.03,609.35,641.67,598.92,45.98,264.08,663.22,112.33,1914.92,1009.61,637.22,633.19,610.38,45.75,289.3,689.98,2180.48
O,986.55,265.68,765.07,400.63,46.67,247.12,0,342.24,967.28,3.39,1.79,1.96,2.36,1.82,0,1.21,0.09,1.44,3.05,1048.6,351.79,445.56,343.09,67.73,240.29,0,303.54,988.74,1070.94,299.14,292.79,315.99,0,224.45,0,969.3
O,1054.91,313.42,712.37,420.04,73.99,245.95,312.31,211.85,1708.09,2.44,2.21,1.91,2.44,1.68,1.86,1.3,0.86,1.22,3.92,1103.89,394.05,746.85,386.11,63.37,256.25,361.21,19.41,1882.29,1111.66,476.37,758.16,422.38,52.63,221.82,339.26,2058.99
O,1538.22,195.57,1013.05,493.01,111.6,176.68,345.78,591.86,1694.38,5.33,3.17,4.06,5.12,4,3.35,3.13,0,5.46,4.8,966.41,157.23,646.81,558.8,39.05,217.32,92.56,103.49,1639.06,1066.87,98.73,652.3,485.04,39.99,172.97,192.62,1822.03
O,1245.99,162.49,847.88,453.71,107.12,171.65,290.45,457.3,1655.24,4.58,2.74,3.56,4.8,3.93,2.94,3.02,0,4.49,4.71,1007.97,148.97,656.07,554.74,26.7,226.03,119.95,153.49,1653.34,1066.87,98.73,652.3,485.04,39.99,172.97,192.62,1806.49
O,1052.15,724.5,624.4,1034.71,0,292.63,715.38,0,1948.8,4.89,4.51,3.92,5.3,4.58,3.88,0,0,0,5.4,890.89,686.27,216.97,1036.84,0,268.46,784.2,0,1973.78,946.24,628.78,373.73,980.2,0,208.14,703.62,1876.43
O,959.25,666,568.5,982.93,0,287.26,659.37,0,1877.65,4.57,4.24,3.67,5.09,4.53,3.66,0,0,0,5.24,907.81,652.57,250.57,1056.68,0,250.65,794.59,0,1971.83,946.24,628.78,373.73,980.2,0,208.14,703.62,1876.43
O,1423.19,163.76,1044.09,222.35,122.58,0,311.21,679.45,1916.6,5.94,4.01,4.68,4.93,0,3.64,3.35,0,7.15,6.03,1255.35,50.85,829.86,62.69,1.46,0,45.09,609.36,1729.12,1326.04,83.31,788.14,197.94,45.99,0,0,1640.38
O,1127.93,205.17,847.73,338.8,85.65,164.41,195.2,357.14,1275.52,3.19,2.33,2.5,2.85,2.32,2.02,1.77,0.75,1.96,3.51,1275.95,197.29,770.8,380.41,35.48,169.89,42.46,335.58,1393.68,1189.94,81.79,736.76,319.77,20.14,177.97,82.53,1739.59
O,1081.34,194.73,821.25,323.42,85.23,163.61,185.53,374.3,1287.73,3.08,2.23,2.43,2.74,2.32,1.94,1.77,0.75,2.05,3.54,1275.89,185.7,783.49,365.95,22.42,140.02,38.22,337.34,1419.45,1189.94,81.79,736.76,319.77,20.14,177.97,95.12,1739.59
O,1118.96,621.23,746.46,920.97,29.35,348.42,0,103.88,1657.23,3.52,2.83,2.56,3.66,2.49,0,0.8,0,1.71,4.32,1165.54,655.18,554.07,926.94,22.32,384.44,0,98.36,1561.58,1185.12,555.82,517.56,855.54,3.19,314.53,0,1506.48
O,1179.44,560.75,715.91,877.65,53.81,377.36,0,90.78,1612.1,4.03,2.64,2.48,3.52,2.68,0,1.64,0.05,1.55,4.21,1391.02,563.33,573.15,936.43,7.93,348.2,0,48.16,1682.87,1725.78,557.8,551.41,914.22,15.46,333.83,0,1714.2
O,989.99,117.32,675.7,239.77,0,321.5,0,587.13,724.65,3.8,1.61,1.94,2.38,1.9,0,0,0,1.42,2.6,1191.32,43.74,431.78,223.42,0,315.72,0,581.7,850.95,938.62,3.31,672.69,197.76,0,317.32,0,748.9
O,1121.91,260.68,712.54,421.64,93.25,217.25,450.33,272.41,1598.04,2.29,1.92,1.68,2.44,1.54,1.96,1.15,0.1,1.09,3.41,1016.57,196.99,627.02,462.19,97.12,207.38,412.62,206.34,1827.24,949.6,278.63,630.78,438.32,80.42,226.46,363.53,2059.87
O,1038.02,243.49,674.32,409.21,93.68,219.29,422.71,260.37,1622.82,2.15,1.81,1.61,2.37,1.55,1.86,1.15,0.1,1.05,3.45,1009.44,196.62,627.69,464.41,90.88,223.32,416.87,192.8,1835.31,949.6,278.63,630.78,438.32,80.42,226.46,363.53,2059.87
O,686.79,685.82,408.08,856.76,51.25,137.28,388.19,0,1912.62,2.31,2.91,1.97,3.43,1.8,2.89,1.36,1.02,0,4.51,608.16,754.22,369.25,867.2,6.87,143.62,478.6,0,1988.43,715.24,806.77,376.49,785.51,28.58,154.02,370.02,2169.16
O,1340.78,348.44,890.39,618.53,0,77.21,526.13,364.02,2140.01,7.61,6.25,5.48,7.83,3.44,5.18,0,0,5.49,7.5,1206.61,441.75,569.89,225.33,0,43.32,268.33,36.52,1706.23,1092.8,343.13,655.44,372.82,0,12.62,345.73,1772.7
O,1147.75,259.23,778.08,362.97,0,233.49,442.18,280.43,1627.87,3.12,2.76,2.56,3.16,2.32,2.2,0,1.42,1.67,4.15,1240.36,355.36,720.3,361.73,0,254.2,398.6,127.76,1727.72,1256.73,290.22,783.71,347.95,62.19,209.56,385.72,2062.91
O,989.86,573.12,516.01,798.56,47.61,309.04,226.65,35.05,1733.56,2.81,2.62,2.02,3.18,2.2,2.43,1.26,0,1.13,4.12,945.43,623.65,486.77,842.61,46.69,332.61,143.26,7.39,1866.36,1011.03,642.83,498.05,785.04,40.53,266.71,161.76,2037.01
O,1169.17,281.13,754.5,438.98,77.98,267,259.47,287.59,1542.59,2.91,2.11,2.07,2.56,1.93,1.97,1.52,1.08,1.54,3.7,1279.8,306.67,673.6,448.59,17.48,266.75,198.96,334.07,1730.81,1219.46,334.41,693.85,424.81,51.87,257.43,240.2,1893.44
O,1145.5,278.19,741.45,430.78,77.83,267.39,252.78,293.84,1540.97,2.86,2.09,2.04,2.52,1.93,1.93,1.52,1.08,1.56,3.7,1264.41,311.46,688.05,443.59,21.52,260.58,222.96,323.69,1714.42,1215.69,334.41,693.85,424.81,51.87,257.43,240.2,1893.44
O,1190.78,262.22,735.15,427.95,87.38,360.78,189.16,423.13,1370.25,3.07,1.98,2.2,2.54,1.99,1.71,1.35,1.15,1.54,3.58,1336.85,344.85,583.12,408.56,29.22,328.22,215.97,378.33,1513.64,1230.54,307.9,580.37,402.11,50.47,362.09,169.59,1711.4
O,1108.01,248.63,746.35,404.53,83.99,258.96,238.18,312.61,1623.29,2.69,2.03,1.99,2.54,1.87,1.9,1.04,0.96,1.37,3.93,1014.3,527.95,636.28,375.13,8.34,257.49,212.49,261.14,1761.21,1039.16,371.75,637.77,362.26,16.01,234.44,204.49,1820.02
O,1348.29,209.4,857.26,403.82,94.96,204.11,291.86,375.5,1452.2,3.91,2.65,2.98,3.62,3.05,2.44,2.43,0,2.85,3.95,1302.78,230.32,524.16,361.1,21.65,151.44,144.02,57.49,1578.38,1196.37,182.18,602.16,364.35,7.64,160.43,217.44,1710.11
O,1244.08,194.12,801.68,374.95,92.47,202.5,273.54,396.08,1462.71,3.68,2.51,2.83,3.42,3.04,2.32,2.36,0,3,3.97,1296.1,223.55,524.52,359.89,11.08,167.6,139.92,84.98,1563.35,1216.07,193.62,602.16,364.35,7.64,160.43,217.44,1710.11
O,1205.26,0,734.67,432.36,57.09,368.58,156.9,332.38,1390.84,3.12,0,2.04,2.48,1.96,1.75,1.18,1.11,1.54,3.59,1303.45,0,729.74,388.19,53.13,362.1,130.89,322.93,1465.35,1289.36,386.81,709.08,409.25,44.87,366.33,135.81,1550.16
O,752.61,615.84,366.73,885.08,53.05,236.49,633.88,0,1836.55,2.17,2.48,1.55,3.11,1.75,2.7,1.17,0,0,4.11,562.98,632.42,214.94,946.05,5.74,244.47,731.51,0,1982.49,582.89,655.44,256.13,942.85,10.91,255,715.97,2107.38
O,683.76,562.8,342.06,856.29,52.69,238.79,587.21,0,1739.95,2.01,2.3,1.46,3.01,1.77,2.53,1.17,0,0,3.92,570.59,613.86,218.38,953.26,6.79,227.97,738.26,0,1948.06,582.89,655.44,256.13,942.85,10.91,255,715.97,2107.38
O,1662.68,463.96,861.04,689.83,0,302.07,473.67,343.94,2264.37,9.37,6.09,6.19,7.8,6.56,5.19,0,0.22,4.85,7.5,1139.85,436.76,324.34,336.15,0,209.73,636.47,182.51,1891.55,908.09,384.92,561.72,493.78,0,177.89,353.13,1943.41
O,928.74,644.4,681.55,763.09,53.6,358.08,0,85.6,1377.48,3.72,3.4,3.02,3.79,3.24,0,1.64,0.05,1.88,4.07,950.24,747.47,242.84,650.42,74.83,338.17,0,16.09,1399.8,837.89,608.58,356.65,691.25,0,354.42,0,1454.56
O,836.37,488.11,631.74,616.47,81.63,177.56,580.87,90.62,2110.88,1.87,2.59,1.67,2.82,1.4,2.35,1.07,1.03,1.01,4.57,936.69,534.26,670.23,657.44,79.46,196.46,685.05,105.58,2355.76,896.79,559.57,688.87,699.6,85.66,164.41,716.45,2590.17
O,805.33,479.67,622.58,610.95,81.93,177.87,563.49,87.95,2116.79,1.81,2.55,1.65,2.79,1.4,2.29,1.07,1.02,0.99,4.58,900.31,548.4,655.83,671.21,72.44,192.05,709.05,79.07,2358.8,896.79,559.57,688.87,699.6,85.66,164.41,716.45,2590.17
O,1836.86,379.16,1143.04,552.42,36.65,145.85,348.01,428.8,2057.11,8.29,6.06,6.04,6.84,5.27,4.38,1.43,0,5.78,6.94,1615.72,321.91,590.99,274.88,7.64,132.63,151.45,342.15,1580.82,1478.86,327.15,782.22,311.72,0,111.7,208.91,1707.66
O,246.01,584.65,0,838.04,0,11.49,0,0,1753.75,2.88,2.73,0.4,3.61,0.49,0,0,0,0,4.59,204.08,610.96,15.47,714.7,0,14.87,0,0,1996.31,173.69,543.66,15.65,759.59,0,5.78,0,1771.85
O,1030.62,646.32,658.85,920.06,145.19,286.28,372.02,55.87,1839.91,3.09,2.99,2.46,3.58,2.56,3.03,2.45,0,1.18,4.63,1087.05,597.4,477.65,973.41,79.64,285.88,322.83,0.34,1962.34,1055.47,716.47,454.44,970.18,69.69,274.68,377.07,2015.86
O,944.24,611.14,604.23,891.86,140.3,280.39,350.68,51.52,1798.18,2.88,2.85,2.29,3.49,2.49,2.88,2.33,0,1.09,4.55,1058.71,623.52,458.06,985.03,60.87,289.22,327.49,9.43,1958.31,1071.95,716.47,454.44,970.18,69.69,274.68,377.07,2028.04
O,647.73,633.42,329.83,825.29,63.4,156.92,140.54,0,1726.03,2.71,2.85,2.17,3.52,2.14,4.06,1.79,0.74,0,4.3,702.76,697.53,242.62,802.94,15.27,160.44,115.8,0,1931.14,679.81,721.27,259.74,772.82,40.2,148.19,96.32,1986.07
O,1200.05,219.27,746.8,0,100.78,218.94,224.34,347.41,0,2.88,1.83,1.91,0,1.87,2.08,1.81,0.39,1.42,8.72,1197.69,266.44,723.7,0,108.15,268.94,102.83,328.08,867.56,1175.78,215.55,710.11,424.38,94.25,225.75,107.76,1710.61
O,1162.62,231.73,756.72,389.48,89.53,207.52,217.62,334.38,1459.62,2.83,1.84,1.94,2.38,1.8,1.96,1.62,0,1.4,3.45,1268.91,251.43,787.46,451.14,107,211.78,13.34,334.92,1640.18,1092.76,266.14,713.74,406.01,80.26,213.09,99.8,1702.15
O,1028.07,297.37,877.49,495.36,0,184.57,564.29,591.55,2459.63,4.92,3.87,4.21,5.04,3.8,3.67,0,0,8.65,6.62,872.14,373.09,237.55,360.68,0,138.06,452.71,171.15,2336.54,851.73,256.79,508.8,389.37,0,144.25,435.58,2365.34
O,927.14,266.1,785.76,455.32,0,182.06,516.79,440.25,2440.31,4.58,3.57,3.89,4.74,3.77,3.44,0,0,7.36,6.58,892.55,351.85,301.38,348.92,0,138.76,464.49,50.16,2329.79,859.31,261.59,508.8,391.95,0,144.25,435.58,2145.85
O,951.23,479.25,694.01,620.72,59.51,222.62,500.75,77.43,2263.81,4.36,3.78,3.63,4.18,3.21,3.07,2.05,0,2.16,6.03,979.23,565.91,591.05,610.2,15.28,198.6,588.22,154.48,2324.8,956.34,508.16,655.71,573.31,28.62,205.56,526.39,2330.14
O,1067.86,266.57,696.76,467.88,81.12,236.84,436.41,220.15,1814.02,2.88,2.12,2.25,3.12,2.24,2.23,1.6,1.09,1.53,4.31,1017.54,284.44,722.97,484.49,15.54,205.36,472.37,36.74,1828.88,1175.03,284.56,696.53,438,69.48,220.02,424.94,1878.56
O,969.74,570.27,513.15,756.73,54.24,382.93,167.31,39.63,1745.04,2.8,2.61,2,3.13,2.36,1.83,1.34,0.14,0.96,4.17,1009.24,564.96,380.87,677.22,37.41,374.34,150.17,47.88,1890.76,1016.21,622.92,387.49,732.73,0,380.51,21.03,1893.71
O,1180.4,446.25,655.53,748,114.06,229.52,403.56,96.04,1587.68,3.03,2.24,2.14,3.06,1.84,2.79,2.48,0,1.25,4.15,1250.17,481.33,623.19,755.44,66.38,222.93,320.56,62.51,1747.3,1269.98,450.37,598.87,841.86,76.72,240.15,329.94,1864.09
O,1114.59,414.01,619.18,726.17,113.89,229.74,367.76,90.62,1567.38,2.89,2.11,2.04,2.98,1.83,2.6,2.45,0,1.19,4.09,1239.47,491.4,618.16,751.37,52.09,231.26,329.51,73.69,1740.33,1269.98,450.37,598.87,841.86,76.72,240.15,329.94,1895.04
O,559.73,643.54,265.31,903.86,34.26,194.31,162.98,0,1601.64,2.54,2.81,2.01,3.54,2.09,2.92,1.32,0,0,4.17,463.44,662.17,240.36,889.26,17.37,180.39,92.51,0,1652.26,552.77,678.73,258.35,923.03,10.02,188.45,197.81,1720.56
O,1019.28,343.93,663.52,535.15,51.35,254.66,494.49,186.15,1969.94,2.6,2.27,1.99,2.77,1.76,2.54,1.17,0.73,1.47,4.45,949.67,404.32,634.93,458.11,27.44,245.58,570.4,2.69,2121.08,1120.89,404.7,606.1,540.96,25.92,249.25,538.77,2179.3
O,981.38,329.59,642.05,512.98,51.22,256.51,470.98,180.78,1967.06,2.52,2.19,1.93,2.68,1.77,2.44,1.17,0.73,1.44,4.45,961.39,412.21,650.27,470.45,34.11,238.91,563.54,9.29,2091.87,1120.89,396.84,606.1,540.96,25.92,249.25,538.77,2179.3
O,889.75,693.58,553.74,795.07,0,239.89,0,0,1587.05,4.2,3.41,3.24,3.75,3.15,0,0,0,0,4.42,784.19,712.2,296.46,787.37,0,143.61,0,0,1673.78,795.56,671.44,305.08,782.41,0,220.38,0,1525.21
O,974.37,638.35,611.38,858.21,62.58,218.33,749.63,70.05,1907.36,2.53,2.87,2.05,3.26,2.07,2.61,1.5,0,1.1,4.48,1055.5,684.61,476.76,972.23,8.28,182.83,878.2,45.4,2034.66,984.89,657.73,501.78,1046.32,42.68,191.05,847.12,2161.81
O,924.47,616.16,582.97,842.6,62.34,218.03,716.25,67.6,1860.59,2.42,2.79,1.97,3.21,2.07,2.52,1.5,0,1.07,4.39,1036.05,701.33,482.95,964.16,17.68,188.18,853.3,29.16,2031.66,984.89,657.73,501.78,1046.32,42.68,191.05,847.12,2161.81
O,1013.01,811,497.6,1044.62,0,151.96,429.23,0,1878.79,4.36,3.9,3.16,4.49,3.14,3.24,0,0.08,0,4.96,1001.28,873.84,172.39,1029.91,0,154.52,433.96,0,1904.14,1017.38,833.44,300.08,856.75,0,109.69,416.53,1942.04
O,1071.44,521,558.59,819.32,95.48,368.63,453.57,103.05,1806.11,2.49,2.28,1.74,2.98,1.97,2.4,1.64,0,1.12,3.95,1104.52,570.93,484.49,879.61,57.92,345.31,354.38,95.67,2023.87,1049.58,505.11,479.66,882.48,79.01,352.8,387.49,2184.24
O,999.37,481.77,525.71,790.79,95.21,369.25,422.88,97.01,1772.69,2.35,2.14,1.65,2.89,1.97,2.26,1.63,0,1.06,3.89,1090.85,565.26,487.95,873.35,79.01,322.46,362.35,84.61,2015.56,1049.58,505.11,479.66,882.48,79.01,352.8,387.49,2184.24
O,744.92,0,675.12,261.2,66.16,138.3,0,417.72,727.11,3.18,30.04,1.82,2.3,1.41,0,1.24,0,1.12,2.71,863.25,4852.07,714.55,236.25,20.26,143.67,0,448.64,833.66,666.17,528.12,752.22,244.84,29.06,0.02,0,942.76
O,176.93,757.52,100.45,778.47,0,0,0,0,1378.38,2.74,3.86,2.32,4.44,0.08,0,0,0,0,4.75,68.84,617.03,42.35,656.67,0,3.78,0,0,1230.76,94.7,583.91,13.75,730.27,0,0,0,1089.36
O,156.41,661.39,86.21,723.79,0,1.41,0,0,1210.1,2.49,3.47,2.02,4.18,0.08,0,0,0,0,4.3,91.06,618.9,33.19,671.05,0,0.5,0,0,1235.57,94.7,583.91,50.67,730.27,0,0,0,1151.7
O,1146,158.67,803.16,350.76,93.41,150.99,389.17,298.48,1517.55,3.25,2.32,2.6,3.57,2.64,2.57,1.95,0.07,2.04,3.84,962.98,179.72,632.19,309.51,69.34,173.6,230.86,18.62,1786.51,1042.29,73.46,582.5,317.14,58.84,137.92,0,1869.12
O,1004.53,140.91,719.85,303.86,88.52,149.83,344.57,337.53,1575.63,2.93,2.11,2.38,3.18,2.59,2.33,1.84,0.06,2.27,3.97,955.27,185.98,623.21,292.3,56.47,157.01,171.18,7.68,1792.97,1042.29,140.86,582.5,317.14,58.84,137.92,0,1815.04
O,531.77,581.09,221.27,785.21,24.87,159.26,0,0,1638.21,2.46,2.56,1.97,3.31,1.98,0,0.8,0,0,4.17,553.33,676.66,230.13,704.13,12.13,143.97,0,0,1623.63,563.49,627.65,193.79,706.87,10.79,144.57,0,1785.73
O,1075.6,245.61,716.29,356.2,111.85,218.7,257.99,337.05,1533.39,2.51,2.33,2.04,2.62,1.7,1.24,1.41,0.91,1.31,3.89,1219.28,333.62,626.99,329.72,81.93,221.46,211.71,101.35,1568.31,1153.04,292.15,674.87,337.14,76.23,195.97,252.74,1571
O,0,401.58,607.77,475.16,69.15,178.09,510.07,138.17,2145.07,1.59,2.59,1.54,2.4,0.96,1.55,0.73,0.73,0.64,4.87,870.11,535.69,661.74,459.39,48.32,165.32,531,132.04,2398.21,0,0,4.99,0,52.6,0,36.53,0
O,1196.59,283.17,819.17,412.07,64.32,266.5,190.27,270.38,1355.07,3.43,3.19,2.8,3.6,3.02,2.06,1.73,1.08,1.86,3.71,1115.05,322.02,809.45,363.6,24.26,241.96,149.07,278.35,1557.11,1070.35,301.86,823.06,350.39,40.96,257.99,162.24,1837.49
O,1051.32,253.89,777.14,398.06,79.61,272.81,178.8,336.02,1376.02,3.46,2.93,2.87,3.45,3.11,1.93,2.17,1.09,2.31,3.88,1188.11,256.48,816.38,438.26,64.75,320.57,152.67,277.56,1484.11,1075.37,254.16,780.55,390.41,71.43,269.17,172.72,1555.22
O,1108.2,210.11,724.62,270.23,104.54,197.83,276,366.19,1544.04,2.5,2.17,1.83,2.25,1.64,1.66,1.32,1.08,1.24,3.56,1135.4,245.09,694.26,277.17,51.97,184.94,190.17,375.29,1782.6,1164.45,240.51,700.64,222.5,92.5,199.84,209.86,2051.32
O,903.25,682.49,453.41,1058.66,101.64,269.55,503.01,0,1825.25,2.43,2.6,1.76,3.52,1.93,2.79,2.22,0,0,4.11,796.27,690.91,361.07,1125.79,81.6,268.49,554.62,0,2100.51,833.32,687.81,354.02,1181.29,65.57,274.16,516.29,2216.09
O,874.37,670.45,441.73,1045.56,101.79,269.41,486.05,0,1815.18,2.37,2.57,1.72,3.48,1.93,2.71,2.22,0,0,4.1,796.65,663.23,357.31,1115.93,94.85,269.73,541.11,0,2080.45,833.32,687.81,354.02,1181.29,65.57,267.92,516.29,2216.09
O,1208.21,363.67,810.72,528.56,82.76,324.91,112.88,421.25,1262.63,3.57,2.55,2.38,2.86,2.38,1.63,1.8,0.84,1.81,3.63,1226.05,493.64,621.52,497.51,13.06,299.73,120.75,423.47,1333.28,1288.67,550.35,633.3,510.71,18.36,300.59,90.69,1462.87
O,1151.44,547.9,889.2,659.61,0,89.68,538.43,0,2787.7,9.46,7.15,6.91,8.21,4.8,5.95,6.06,0,0,9.11,707.14,638.54,689.1,252.7,662.31,79.41,463.38,0,2131.03,911.12,541.14,644.5,489,0.6,55.65,479.83,2114.3
